hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage,Num,food
Social,4.1,58,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages","Kandivali East",120,60,6," Salads"
Social,4.1,58,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages","Kandivali East",120,60,7," Kebabs"
Social,4.1,58,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages","Kandivali East",120,60,8," Juices"
Social,4.1,58,"North Indian, Chinese, Fast Food, Biryani, Pizzas, Salads, Kebabs, Juices, Desserts, Beverages","Kandivali East",120,60,9," Desserts"
"Ohhdaily - Healthy & Homely Tiffins",4.7,42,"Thalis, Indian, Home Food, Chinese","Kandivali West",399,not_available,1,Thalis
"Ohhdaily - Healthy & Homely Tiffins",4.7,42,"Thalis, Indian, Home Food, Chinese","Kandivali West",399,not_available,2," Indian"
"Ohhdaily - Healthy & Homely Tiffins",4.7,42,"Thalis, Indian, Home Food, Chinese","Kandivali West",399,not_available,3," Home Food"
"Ohhdaily - Healthy & Homely Tiffins",4.7,42,"Thalis, Indian, Home Food, Chinese","Kandivali West",399,not_available,4," Chinese"
"Harvest Salad Co",4.3,44,"Salads, Healthy Food, Snacks","Road Ramachandra Lbe",80,40,1,Salads
"Harvest Salad Co",4.3,44,"Salads, Healthy Food, Snacks","Road Ramachandra Lbe",80,40,2," Healthy Food"
"Harvest Salad Co",4.3,44,"Salads, Healthy Food, Snacks","Road Ramachandra Lbe",80,40,3," Snacks"
"Maiz Mexican Kitchen",4.3,44,"Mexican, Indian, Salads","Road Ramachandra Lbe",80,40,1,Mexican
"Maiz Mexican Kitchen",4.3,44,"Mexican, Indian, Salads","Road Ramachandra Lbe",80,40,2," Indian"
"Maiz Mexican Kitchen",4.3,44,"Mexican, Indian, Salads","Road Ramachandra Lbe",80,40,3," Salads"
"Veg Sutra",4.2,48,"North Indian, Chinese",Goregaon,399,not_available,1,"North Indian"
"Veg Sutra",4.2,48,"North Indian, Chinese",Goregaon,399,not_available,2," Chinese"
"Balaji Snacks",4.1,39,"Snacks, Chaat, South Indian","Kandivali East",not_available,0,1,Snacks
"Balaji Snacks",4.1,39,"Snacks, Chaat, South Indian","Kandivali East",not_available,0,2," Chaat"
"Balaji Snacks",4.1,39,"Snacks, Chaat, South Indian","Kandivali East",not_available,0,3," South Indian"
"Shree Krishna",4.4,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani","Kandivali West",999,not_available,1,Indian
"Shree Krishna",4.4,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani","Kandivali West",999,not_available,2," Chinese"
"Shree Krishna",4.4,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani","Kandivali West",999,not_available,3," North Indian"
"Shree Krishna",4.4,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani","Kandivali West",999,not_available,4," Tandoor"
"Shree Krishna",4.4,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani","Kandivali West",999,not_available,5," Seafood"
"Shree Krishna",4.4,45,"Indian, Chinese, North Indian, Tandoor, Seafood, Biryani","Kandivali West",999,not_available,6," Biryani"
"Speak Burgers by Vicky Ratnani",4.1,47,"Burgers, American, Beverages","Kandivali West",449,not_available,1,Burgers
"Speak Burgers by Vicky Ratnani",4.1,47,"Burgers, American, Beverages","Kandivali West",449,not_available,2," American"
"Speak Burgers by Vicky Ratnani",4.1,47,"Burgers, American, Beverages","Kandivali West",449,not_available,3," Beverages"
"Spicy Bowl",4.2,65,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon,not_available,0,1,Chinese
"Spicy Bowl",4.2,65,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon,not_available,0,2," Biryani"
"Spicy Bowl",4.2,65,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon,not_available,0,3," North Indian"
"Spicy Bowl",4.2,65,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon,not_available,0,4," Tandoor"
"Spicy Bowl",4.2,65,"Chinese, Biryani, North Indian, Tandoor, Beverages",Goregaon,not_available,0,5," Beverages"
"Fire Bowl",4.7,55,"Chinese, Italian, Mexican, Thai","Kandivali West",not_available,0,1,Chinese
"Fire Bowl",4.7,55,"Chinese, Italian, Mexican, Thai","Kandivali West",not_available,0,2," Italian"
"Fire Bowl",4.7,55,"Chinese, Italian, Mexican, Thai","Kandivali West",not_available,0,3," Mexican"
"Fire Bowl",4.7,55,"Chinese, Italian, Mexican, Thai","Kandivali West",not_available,0,4," Thai"
Falafel's,4.1,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain","Kandivali East",449,not_available,1,Lebanese
Falafel's,4.1,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain","Kandivali East",449,not_available,2," Mediterranean"
Falafel's,4.1,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain","Kandivali East",449,not_available,3," Arabian"
Falafel's,4.1,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain","Kandivali East",449,not_available,4," Middle Eastern"
Falafel's,4.1,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain","Kandivali East",449,not_available,5," Rolls & Wraps"
Falafel's,4.1,42,"Lebanese, Mediterranean, Arabian, Middle Eastern, Rolls & Wraps, Jain","Kandivali East",449,not_available,6," Jain"
"The Pancake Story",4.7,55,"Desserts, Beverages","Kandivali West",599,not_available,1,Desserts
"The Pancake Story",4.7,55,"Desserts, Beverages","Kandivali West",599,not_available,2," Beverages"
"Baithack Taste of Kulhad",4.5,46,"Beverages, Fast Food, Snacks",Borivali,not_available,0,1,Beverages
"Baithack Taste of Kulhad",4.5,46,"Beverages, Fast Food, Snacks",Borivali,not_available,0,2," Fast Food"
"Baithack Taste of Kulhad",4.5,46,"Beverages, Fast Food, Snacks",Borivali,not_available,0,3," Snacks"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,1,Biryani
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,2," North Indian"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,3," Kebabs"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,4," Malwani"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,5," Chinese"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,6," Seafood"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,7," Asian"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,8," Thai"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,9," Mughlai"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,11," Desserts"
"Curry Culture",4.7,54,"Biryani, North Indian, Kebabs, Malwani, Chinese, Seafood, Asian, Thai, Mughlai, Indian, Desserts, Tandoor","Kandivali West",not_available,0,12," Tandoor"
Foodaholic,4.7,53,Chinese,"Kandivali East",999,not_available,1,Chinese
"The Bar Stock Exchange",4.7,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian","Kandivali West",not_available,0,1,"North Indian"
"The Bar Stock Exchange",4.7,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian","Kandivali West",not_available,0,2," Biryani"
"The Bar Stock Exchange",4.7,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian","Kandivali West",not_available,0,3," Chinese"
"The Bar Stock Exchange",4.7,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian","Kandivali West",not_available,0,4," Asian"
"The Bar Stock Exchange",4.7,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian","Kandivali West",not_available,0,5," Kebabs"
"The Bar Stock Exchange",4.7,57,"North Indian, Biryani, Chinese, Asian, Kebabs, Italian","Kandivali West",not_available,0,6," Italian"
"Punjabi Grill",4.5,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani","Kandivali East",700,15,1,Punjabi
"Punjabi Grill",4.5,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani","Kandivali East",700,15,2," Combo"
"Punjabi Grill",4.5,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani","Kandivali East",700,15,3," Tandoor"
"Punjabi Grill",4.5,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani","Kandivali East",700,15,4," Snacks"
"Punjabi Grill",4.5,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani","Kandivali East",700,15,5," Chinese"
"Punjabi Grill",4.5,42,"Punjabi, Combo, Tandoor, Snacks, Chinese, Biryani","Kandivali East",700,15,6," Biryani"
"Bandra Cakery by Bunty Mahajan",4.4,50,"Bakery, Desserts","Kandivali West",75,30,1,Bakery
"Bandra Cakery by Bunty Mahajan",4.4,50,"Bakery, Desserts","Kandivali West",75,30,2," Desserts"
"Krishna Lunch Home",4.5,44,"North Indian, Indian, Tandoor, Seafood",Borivali,not_available,0,1,"North Indian"
"Krishna Lunch Home",4.5,44,"North Indian, Indian, Tandoor, Seafood",Borivali,not_available,0,2," Indian"
"Krishna Lunch Home",4.5,44,"North Indian, Indian, Tandoor, Seafood",Borivali,not_available,0,3," Tandoor"
"Krishna Lunch Home",4.5,44,"North Indian, Indian, Tandoor, Seafood",Borivali,not_available,0,4," Seafood"
"Fried Nation",4.7,49,"Fast Food, American","Kandivali West",not_available,0,1,"Fast Food"
"Fried Nation",4.7,49,"Fast Food, American","Kandivali West",not_available,0,2," American"
"Cake Works",4.3,46,Indian,"Kandivali East",150,30,1,Indian
Meraki,4.7,49,Chinese,"Kandivali West",449,not_available,1,Chinese
"Dale's Eden Cake Shop",4.7,38,"Desserts, Bakery, Sweets","Kandivali West",449,not_available,1,Desserts
"Dale's Eden Cake Shop",4.7,38,"Desserts, Bakery, Sweets","Kandivali West",449,not_available,2," Bakery"
"Dale's Eden Cake Shop",4.7,38,"Desserts, Bakery, Sweets","Kandivali West",449,not_available,3," Sweets"
"Banana Leaf",4.4,39,"South Indian, Snacks, Andhra","Kandivali West",599,not_available,1,"South Indian"
"Banana Leaf",4.4,39,"South Indian, Snacks, Andhra","Kandivali West",599,not_available,2," Snacks"
"Banana Leaf",4.4,39,"South Indian, Snacks, Andhra","Kandivali West",599,not_available,3," Andhra"
"House of Biryan- Biryani, Kepsa and More",4.7,40,"Biryani, Kebabs, Rolls","Kandivali West",599,not_available,1,Biryani
"House of Biryan- Biryani, Kepsa and More",4.7,40,"Biryani, Kebabs, Rolls","Kandivali West",599,not_available,2," Kebabs"
"House of Biryan- Biryani, Kepsa and More",4.7,40,"Biryani, Kebabs, Rolls","Kandivali West",599,not_available,3," Rolls"
"Brijwasi Sweets Original Since 1946",4.1,50,"Sweets, Snacks, Chaat, Beverages, Indian","Kandivali West",800,15,1,Sweets
"Brijwasi Sweets Original Since 1946",4.1,50,"Sweets, Snacks, Chaat, Beverages, Indian","Kandivali West",800,15,2," Snacks"
"Brijwasi Sweets Original Since 1946",4.1,50,"Sweets, Snacks, Chaat, Beverages, Indian","Kandivali West",800,15,3," Chaat"
"Brijwasi Sweets Original Since 1946",4.1,50,"Sweets, Snacks, Chaat, Beverages, Indian","Kandivali West",800,15,4," Beverages"
"Brijwasi Sweets Original Since 1946",4.1,50,"Sweets, Snacks, Chaat, Beverages, Indian","Kandivali West",800,15,5," Indian"
"Deliciae by Bunty Mahajan",4.4,48,Desserts,"Kandivali West",1199,not_available,1,Desserts
"Sahara Restaurant",4.1,43,"North Indian, Chinese, Tandoor, Biryani","Kandivali East",449,not_available,1,"North Indian"
"Sahara Restaurant",4.1,43,"North Indian, Chinese, Tandoor, Biryani","Kandivali East",449,not_available,2," Chinese"
"Sahara Restaurant",4.1,43,"North Indian, Chinese, Tandoor, Biryani","Kandivali East",449,not_available,3," Tandoor"
"Sahara Restaurant",4.1,43,"North Indian, Chinese, Tandoor, Biryani","Kandivali East",449,not_available,4," Biryani"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,1,"North Indian"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,2," Indian"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,3," Punjabi"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,4," Biryani"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,5," Tandoor"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,6," Kebabs"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,7," Mughlai"
"Copper Chimney",4.7,80,"North Indian, Indian, Punjabi, Biryani, Tandoor, Kebabs, Mughlai, Desserts","Kandivali West",1200,15,8," Desserts"
"Jimis Burger",4.7,47,American,"Kandivali East",not_available,0,1,American
"Sadak Chaap",4.7,48,"Tandoor, Indian, Snacks","Kandivali West",749,not_available,1,Tandoor
"Sadak Chaap",4.7,48,"Tandoor, Indian, Snacks","Kandivali West",749,not_available,2," Indian"
"Sadak Chaap",4.7,48,"Tandoor, Indian, Snacks","Kandivali West",749,not_available,3," Snacks"
"Jamai Shoshthi",4.2,59,"Bengali, Biryani, Mughlai",Goregaon,not_available,0,1,Bengali
"Jamai Shoshthi",4.2,59,"Bengali, Biryani, Mughlai",Goregaon,not_available,0,2," Biryani"
"Jamai Shoshthi",4.2,59,"Bengali, Biryani, Mughlai",Goregaon,not_available,0,3," Mughlai"
"Carter's Blue",4.7,49,"Indian, Chinese, Lebanese","Kandivali West",not_available,0,1,Indian
"Carter's Blue",4.7,49,"Indian, Chinese, Lebanese","Kandivali West",not_available,0,2," Chinese"
"Carter's Blue",4.7,49,"Indian, Chinese, Lebanese","Kandivali West",not_available,0,3," Lebanese"
"Hotel Ram Krishna",4.2,41,Indian,"Kandivali East",not_available,0,1,Indian
Delicacy,4.4,40,Indian,"Kandivali West",not_available,0,1,Indian
"5 Spice",4.4,40,"Chinese, Asian, Thai, Seafood","Kandivali West",499,not_available,1,Chinese
"5 Spice",4.4,40,"Chinese, Asian, Thai, Seafood","Kandivali West",499,not_available,2," Asian"
"5 Spice",4.4,40,"Chinese, Asian, Thai, Seafood","Kandivali West",499,not_available,3," Thai"
"5 Spice",4.4,40,"Chinese, Asian, Thai, Seafood","Kandivali West",499,not_available,4," Seafood"
"BOMBAY JUICE",3.9,41,"Juices, Beverages, Salads","Kandivali West",700,20,1,Juices
"BOMBAY JUICE",3.9,41,"Juices, Beverages, Salads","Kandivali West",700,20,2," Beverages"
"BOMBAY JUICE",3.9,41,"Juices, Beverages, Salads","Kandivali West",700,20,3," Salads"
"Bombay Sweet Shop",4.1,41,"Desserts, Sweets, Bakery, Snacks, Indian","Kandivali West",1199,not_available,1,Desserts
"Bombay Sweet Shop",4.1,41,"Desserts, Sweets, Bakery, Snacks, Indian","Kandivali West",1199,not_available,2," Sweets"
"Bombay Sweet Shop",4.1,41,"Desserts, Sweets, Bakery, Snacks, Indian","Kandivali West",1199,not_available,3," Bakery"
"Bombay Sweet Shop",4.1,41,"Desserts, Sweets, Bakery, Snacks, Indian","Kandivali West",1199,not_available,4," Snacks"
"Bombay Sweet Shop",4.1,41,"Desserts, Sweets, Bakery, Snacks, Indian","Kandivali West",1199,not_available,5," Indian"
"Balaji Pure Veg",4.1,44,"Chinese, South Indian","Kandivali West",1000,10,1,Chinese
"Balaji Pure Veg",4.1,44,"Chinese, South Indian","Kandivali West",1000,10,2," South Indian"
"Fuel Up",4.7,55,"Healthy Food, Salads, Juices, Grill, American, Continental","Kandivali West",399,not_available,1,"Healthy Food"
"Fuel Up",4.7,55,"Healthy Food, Salads, Juices, Grill, American, Continental","Kandivali West",399,not_available,2," Salads"
"Fuel Up",4.7,55,"Healthy Food, Salads, Juices, Grill, American, Continental","Kandivali West",399,not_available,3," Juices"
"Fuel Up",4.7,55,"Healthy Food, Salads, Juices, Grill, American, Continental","Kandivali West",399,not_available,4," Grill"
"Fuel Up",4.7,55,"Healthy Food, Salads, Juices, Grill, American, Continental","Kandivali West",399,not_available,5," American"
"Fuel Up",4.7,55,"Healthy Food, Salads, Juices, Grill, American, Continental","Kandivali West",399,not_available,6," Continental"
"Meal Bowl",4.3,45,"Indian, Chinese","Kandivali West",499,not_available,1,Indian
"Meal Bowl",4.3,45,"Indian, Chinese","Kandivali West",499,not_available,2," Chinese"
"The French Connection",4.3,15,"Bakery, Snacks, Italian","Kandivali East",75,30,1,Bakery
"The French Connection",4.3,15,"Bakery, Snacks, Italian","Kandivali East",75,30,2," Snacks"
"The French Connection",4.3,15,"Bakery, Snacks, Italian","Kandivali East",75,30,3," Italian"
"Madrasi Kaapi House",4.4,26,"South Indian, Combo, Beverages","Evershine Millenium Paradise",50,20,1,"South Indian"
"Madrasi Kaapi House",4.4,26,"South Indian, Combo, Beverages","Evershine Millenium Paradise",50,20,2," Combo"
"Madrasi Kaapi House",4.4,26,"South Indian, Combo, Beverages","Evershine Millenium Paradise",50,20,3," Beverages"
Singarawala,4.3,53,"Bengali, Mughlai, Biryani, Thalis","Kandivali East",not_available,0,1,Bengali
Singarawala,4.3,53,"Bengali, Mughlai, Biryani, Thalis","Kandivali East",not_available,0,2," Mughlai"
Singarawala,4.3,53,"Bengali, Mughlai, Biryani, Thalis","Kandivali East",not_available,0,3," Biryani"
Singarawala,4.3,53,"Bengali, Mughlai, Biryani, Thalis","Kandivali East",not_available,0,4," Thalis"
"Shivam Sundaram",4.4,28,"North Indian, Chinese, South Indian","Express Highway",50,20,1,"North Indian"
"Shivam Sundaram",4.4,28,"North Indian, Chinese, South Indian","Express Highway",50,20,2," Chinese"
"Shivam Sundaram",4.4,28,"North Indian, Chinese, South Indian","Express Highway",50,20,3," South Indian"
"DBW - De Burger World",4.3,26,"Burgers, Snacks, Beverages","Thakur Village",not_available,0,1,Burgers
"DBW - De Burger World",4.3,26,"Burgers, Snacks, Beverages","Thakur Village",not_available,0,2," Snacks"
"DBW - De Burger World",4.3,26,"Burgers, Snacks, Beverages","Thakur Village",not_available,0,3," Beverages"
"The Biryani Story",4.1,54,"Biryani, Kebabs, Tandoor, Beverages","Kandivali West",not_available,0,1,Biryani
"The Biryani Story",4.1,54,"Biryani, Kebabs, Tandoor, Beverages","Kandivali West",not_available,0,2," Kebabs"
"The Biryani Story",4.1,54,"Biryani, Kebabs, Tandoor, Beverages","Kandivali West",not_available,0,3," Tandoor"
"The Biryani Story",4.1,54,"Biryani, Kebabs, Tandoor, Beverages","Kandivali West",not_available,0,4," Beverages"
"Andhra Kodi Pulao",4.1,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai","Kandivali West",449,not_available,1,Hyderabadi
"Andhra Kodi Pulao",4.1,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai","Kandivali West",449,not_available,2," South Indian"
"Andhra Kodi Pulao",4.1,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai","Kandivali West",449,not_available,3," North Indian"
"Andhra Kodi Pulao",4.1,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai","Kandivali West",449,not_available,4," Andhra"
"Andhra Kodi Pulao",4.1,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai","Kandivali West",449,not_available,5," Kebabs"
"Andhra Kodi Pulao",4.1,73,"Hyderabadi, South Indian, North Indian, Andhra, Kebabs, Mughlai","Kandivali West",449,not_available,6," Mughlai"
"Maharaja Bhog",4.1,51,"Gujarati, Rajasthani, Thalis","Kandivali East",800,10,1,Gujarati
"Maharaja Bhog",4.1,51,"Gujarati, Rajasthani, Thalis","Kandivali East",800,10,2," Rajasthani"
"Maharaja Bhog",4.1,51,"Gujarati, Rajasthani, Thalis","Kandivali East",800,10,3," Thalis"
"Pizza Caprina",4.3,55,"Pizzas, Italian-American, Desserts","Kandivali West",599,not_available,1,Pizzas
"Pizza Caprina",4.3,55,"Pizzas, Italian-American, Desserts","Kandivali West",599,not_available,2," Italian-American"
"Pizza Caprina",4.3,55,"Pizzas, Italian-American, Desserts","Kandivali West",599,not_available,3," Desserts"
"Satkar Restaurant",3.9,53,"Indian, Chinese, Tandoor","Kandivali West",not_available,0,1,Indian
"Satkar Restaurant",3.9,53,"Indian, Chinese, Tandoor","Kandivali West",not_available,0,2," Chinese"
"Satkar Restaurant",3.9,53,"Indian, Chinese, Tandoor","Kandivali West",not_available,0,3," Tandoor"
"Upwas Uphargruha",3.4,40,Indian,"Rawal Pada",not_available,0,1,Indian
"Eva's Pizza",4.7,52,"Pizzas, Italian, Salads","Kandivali West",449,not_available,1,Pizzas
"Eva's Pizza",4.7,52,"Pizzas, Italian, Salads","Kandivali West",449,not_available,2," Italian"
"Eva's Pizza",4.7,52,"Pizzas, Italian, Salads","Kandivali West",449,not_available,3," Salads"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,1,Asian
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,2," Biryani"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,3," Chinese"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,4," Desserts"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,5," Indian"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,6," Mughlai"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,7," North Indian"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,8," Seafood"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,9," Tandoor"
"Biryani Culture",4.1,51,"Asian, Biryani, Chinese, Desserts, Indian, Mughlai, North Indian, Seafood, Tandoor, Thai, Kebabs","Kandivali West",not_available,0,11," Kebabs"
Zaffran,4.4,67,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps","Andheri Link Road ",799,not_available,1,"North Indian"
Zaffran,4.4,67,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps","Andheri Link Road ",799,not_available,2," Biryani"
Zaffran,4.4,67,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps","Andheri Link Road ",799,not_available,3," Indian"
Zaffran,4.4,67,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps","Andheri Link Road ",799,not_available,4," Kebabs"
Zaffran,4.4,67,"North Indian, Biryani, Indian, Kebabs, Rolls & Wraps","Andheri Link Road ",799,not_available,5," Rolls & Wraps"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,1,"North Indian"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,2," Home Food"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,3," Healthy Food"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,4," Indian"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,5," Punjabi"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,6," South Indian"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,7," Rajasthani"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,8," Maharashtrian"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,9," Snacks"
"Home Plate by EatFit",4.3,39,"North Indian, Home Food, Healthy Food, Indian, Punjabi, South Indian, Rajasthani, Maharashtrian, Snacks, Desserts, Beverages","Gorai Road",159,not_available,11," Beverages"
"The Dessert Heaven - Pure Veg",4.4,39,"Bakery, Desserts, Sweets, Ice Cream","L T Road Junction",299,not_available,1,Bakery
"The Dessert Heaven - Pure Veg",4.4,39,"Bakery, Desserts, Sweets, Ice Cream","L T Road Junction",299,not_available,2," Desserts"
"The Dessert Heaven - Pure Veg",4.4,39,"Bakery, Desserts, Sweets, Ice Cream","L T Road Junction",299,not_available,3," Sweets"
"The Dessert Heaven - Pure Veg",4.4,39,"Bakery, Desserts, Sweets, Ice Cream","L T Road Junction",299,not_available,4," Ice Cream"
"Darbhanga Xpress - The Taste of Mithila",4.5,35,"Indian, Seafood","Kandivali East",100,50,1,Indian
