hotel_name,rating,time_minutes,food_type,location,offer_above,offer_percentage,Num,food
"MOJO Pizza - 2X Toppings",4.5,21,"Pizzas, Italian, Fast Food, Desserts","Kandivali East",100,50,3," Fast Food"
"MOJO Pizza - 2X Toppings",4.5,21,"Pizzas, Italian, Fast Food, Desserts","Kandivali East",100,50,4," Desserts"
"WeFit-Bowls, Salads & Sandwiches",4.5,22,"Healthy Food, Salads, Keto, Snacks","Vishnu Shivam Mall",100,50,1,"Healthy Food"
"WeFit-Bowls, Salads & Sandwiches",4.5,22,"Healthy Food, Salads, Keto, Snacks","Vishnu Shivam Mall",100,50,2," Salads"
"WeFit-Bowls, Salads & Sandwiches",4.5,22,"Healthy Food, Salads, Keto, Snacks","Vishnu Shivam Mall",100,50,3," Keto"
"WeFit-Bowls, Salads & Sandwiches",4.5,22,"Healthy Food, Salads, Keto, Snacks","Vishnu Shivam Mall",100,50,4," Snacks"
"Blue Tokai Coffee Roasters",4.1,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery","Kandivali West",50,20,1,"Healthy Food"
"Blue Tokai Coffee Roasters",4.1,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery","Kandivali West",50,20,2," Pastas"
"Blue Tokai Coffee Roasters",4.1,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery","Kandivali West",50,20,3," American"
"Blue Tokai Coffee Roasters",4.1,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery","Kandivali West",50,20,4," Cafe"
"Blue Tokai Coffee Roasters",4.1,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery","Kandivali West",50,20,5," Beverages"
"Blue Tokai Coffee Roasters",4.1,19,"Healthy Food, Pastas, American, Cafe, Beverages, Bakery","Kandivali West",50,20,6," Bakery"
"Daily Kitchen - Homestyle Meals",4.3,15,"Home Food, Indian, North Indian, Thalis","Kandivali East",100,50,1,"Home Food"
"Daily Kitchen - Homestyle Meals",4.3,15,"Home Food, Indian, North Indian, Thalis","Kandivali East",100,50,2," Indian"
"Daily Kitchen - Homestyle Meals",4.3,15,"Home Food, Indian, North Indian, Thalis","Kandivali East",100,50,3," North Indian"
"Daily Kitchen - Homestyle Meals",4.3,15,"Home Food, Indian, North Indian, Thalis","Kandivali East",100,50,4," Thalis"
"ZAZA Mughal Biryani",4.2,16,"Biryani, North Indian, Awadhi",Kandivali,100,50,1,Biryani
"ZAZA Mughal Biryani",4.2,16,"Biryani, North Indian, Awadhi",Kandivali,100,50,2," North Indian"
"ZAZA Mughal Biryani",4.2,16,"Biryani, North Indian, Awadhi",Kandivali,100,50,3," Awadhi"
Dessertino,4.5,29,Desserts,Borivali,not_available,0,1,Desserts
"Cafe Delight",4.4,29,"Indian, Tandoor","Kandivali East",not_available,0,1,Indian
"Cafe Delight",4.4,29,"Indian, Tandoor","Kandivali East",not_available,0,2," Tandoor"
"Atta Girl",4.7,27,"South Indian","Kandivali West",not_available,0,1,"South Indian"
"La Pino'z Pizza",4.2,25,"Pizzas, Pastas, Italian, Desserts, Beverages","Thakur Complex",100,50,1,Pizzas
"La Pino'z Pizza",4.2,25,"Pizzas, Pastas, Italian, Desserts, Beverages","Thakur Complex",100,50,2," Pastas"
"La Pino'z Pizza",4.2,25,"Pizzas, Pastas, Italian, Desserts, Beverages","Thakur Complex",100,50,3," Italian"
"La Pino'z Pizza",4.2,25,"Pizzas, Pastas, Italian, Desserts, Beverages","Thakur Complex",100,50,4," Desserts"
"La Pino'z Pizza",4.2,25,"Pizzas, Pastas, Italian, Desserts, Beverages","Thakur Complex",100,50,5," Beverages"
"Murlidhar Sweets And Farsan",4.4,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food","Kandivali West",not_available,0,1,Sweets
"Murlidhar Sweets And Farsan",4.4,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food","Kandivali West",not_available,0,2," Street Food"
"Murlidhar Sweets And Farsan",4.4,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food","Kandivali West",not_available,0,3," Bengali"
"Murlidhar Sweets And Farsan",4.4,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food","Kandivali West",not_available,0,4," Gujarati"
"Murlidhar Sweets And Farsan",4.4,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food","Kandivali West",not_available,0,5," Desserts"
"Murlidhar Sweets And Farsan",4.4,30,"Sweets, Street Food, Bengali, Gujarati, Desserts, Fast Food","Kandivali West",not_available,0,6," Fast Food"
"Starbucks Coffee",4.3,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream","Kandivali East",900,10,1,Beverages
"Starbucks Coffee",4.3,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream","Kandivali East",900,10,2," Cafe"
"Starbucks Coffee",4.3,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream","Kandivali East",900,10,3," Snacks"
"Starbucks Coffee",4.3,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream","Kandivali East",900,10,4," Desserts"
"Starbucks Coffee",4.3,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream","Kandivali East",900,10,5," Bakery"
"Starbucks Coffee",4.3,17,"Beverages, Cafe, Snacks, Desserts, Bakery, Ice Cream","Kandivali East",900,10,6," Ice Cream"
"NIC Ice Creams",4.5,17,"Ice Cream, Desserts","Kandivali East",149,not_available,1,"Ice Cream"
"NIC Ice Creams",4.5,17,"Ice Cream, Desserts","Kandivali East",149,not_available,2," Desserts"
"Borivali Biryani Centre (BBC)",4.4,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani","Kandivali West",not_available,0,1,Biryani
"Borivali Biryani Centre (BBC)",4.4,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani","Kandivali West",not_available,0,2," Chinese"
"Borivali Biryani Centre (BBC)",4.4,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani","Kandivali West",not_available,0,3," North Indian"
"Borivali Biryani Centre (BBC)",4.4,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani","Kandivali West",not_available,0,4," Punjabi"
"Borivali Biryani Centre (BBC)",4.4,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani","Kandivali West",not_available,0,5," Kebabs"
"Borivali Biryani Centre (BBC)",4.4,26,"Biryani, Chinese, North Indian, Punjabi, Kebabs, Afghani","Kandivali West",not_available,0,6," Afghani"
Meemee's,4.5,26,"Ice Cream, Desserts",Borivali,100,50,1,"Ice Cream"
Meemee's,4.5,26,"Ice Cream, Desserts",Borivali,100,50,2," Desserts"
"Uncle's Chinese",4.2,36,"Chinese, Fast Food, Biryani, North Indian, Beverages",Kandivali,not_available,0,1,Chinese
"Uncle's Chinese",4.2,36,"Chinese, Fast Food, Biryani, North Indian, Beverages",Kandivali,not_available,0,2," Fast Food"
"Uncle's Chinese",4.2,36,"Chinese, Fast Food, Biryani, North Indian, Beverages",Kandivali,not_available,0,3," Biryani"
"Uncle's Chinese",4.2,36,"Chinese, Fast Food, Biryani, North Indian, Beverages",Kandivali,not_available,0,4," North Indian"
"Uncle's Chinese",4.2,36,"Chinese, Fast Food, Biryani, North Indian, Beverages",Kandivali,not_available,0,5," Beverages"
"Bangalore Iyengar Bakery",4.5,29,"Bakery, Desserts",Borivali,not_available,0,1,Bakery
"Bangalore Iyengar Bakery",4.5,29,"Bakery, Desserts",Borivali,not_available,0,2," Desserts"
"Kunafa World",4.1,36,"Middle Eastern, Desserts","Kandivali West",not_available,0,1,"Middle Eastern"
"Kunafa World",4.1,36,"Middle Eastern, Desserts","Kandivali West",not_available,0,2," Desserts"
"Poetry By Love & Cheesecake",4.4,34,Desserts,"Kandivali West",not_available,0,1,Desserts
"The Cake Factory",4.5,22,Desserts,"Kandivali East",120,60,1,Desserts
"Kusum Rolls",4.5,32,"Indian, Fast Food, Lebanese, Arabian, Kebabs","Kandivali East",not_available,0,1,Indian
"Kusum Rolls",4.5,32,"Indian, Fast Food, Lebanese, Arabian, Kebabs","Kandivali East",not_available,0,2," Fast Food"
"Kusum Rolls",4.5,32,"Indian, Fast Food, Lebanese, Arabian, Kebabs","Kandivali East",not_available,0,3," Lebanese"
"Kusum Rolls",4.5,32,"Indian, Fast Food, Lebanese, Arabian, Kebabs","Kandivali East",not_available,0,4," Arabian"
"Kusum Rolls",4.5,32,"Indian, Fast Food, Lebanese, Arabian, Kebabs","Kandivali East",not_available,0,5," Kebabs"
Patanwala,4.3,15,"Sweets, Desserts","Kandivali East",not_available,0,1,Sweets
Patanwala,4.3,15,"Sweets, Desserts","Kandivali East",not_available,0,2," Desserts"
Monginis,4.5,14,"Bakery, Desserts, Snacks","Kandivali East",50,20,1,Bakery
Monginis,4.5,14,"Bakery, Desserts, Snacks","Kandivali East",50,20,2," Desserts"
Monginis,4.5,14,"Bakery, Desserts, Snacks","Kandivali East",50,20,3," Snacks"
"GetAWay-Ice Creams & Desserts",4.2,24,"Ice Cream, Desserts, Healthy Food, Sweets",Kandivali,599,not_available,1,"Ice Cream"
"GetAWay-Ice Creams & Desserts",4.2,24,"Ice Cream, Desserts, Healthy Food, Sweets",Kandivali,599,not_available,2," Desserts"
"GetAWay-Ice Creams & Desserts",4.2,24,"Ice Cream, Desserts, Healthy Food, Sweets",Kandivali,599,not_available,3," Healthy Food"
"GetAWay-Ice Creams & Desserts",4.2,24,"Ice Cream, Desserts, Healthy Food, Sweets",Kandivali,599,not_available,4," Sweets"
"Mealful Rolls - India's Biggest Rolls",4.5,23,"Fast Food, Snacks, North Indian, Desserts","Kandivali East",100,50,1,"Fast Food"
"Mealful Rolls - India's Biggest Rolls",4.5,23,"Fast Food, Snacks, North Indian, Desserts","Kandivali East",100,50,2," Snacks"
"Mealful Rolls - India's Biggest Rolls",4.5,23,"Fast Food, Snacks, North Indian, Desserts","Kandivali East",100,50,3," North Indian"
"Mealful Rolls - India's Biggest Rolls",4.5,23,"Fast Food, Snacks, North Indian, Desserts","Kandivali East",100,50,4," Desserts"
"The Momo Co.",4.5,20,"Chinese, Asian, Tibetan, Desserts","Kandivali East",100,50,1,Chinese
"The Momo Co.",4.5,20,"Chinese, Asian, Tibetan, Desserts","Kandivali East",100,50,2," Asian"
"The Momo Co.",4.5,20,"Chinese, Asian, Tibetan, Desserts","Kandivali East",100,50,3," Tibetan"
"The Momo Co.",4.5,20,"Chinese, Asian, Tibetan, Desserts","Kandivali East",100,50,4," Desserts"
"Faasos' Signature Wraps & Rolls",4.5,25,"Fast Food, Snacks, North Indian, Desserts, Beverages","Kandivali East",100,50,1,"Fast Food"
"Faasos' Signature Wraps & Rolls",4.5,25,"Fast Food, Snacks, North Indian, Desserts, Beverages","Kandivali East",100,50,2," Snacks"
"Faasos' Signature Wraps & Rolls",4.5,25,"Fast Food, Snacks, North Indian, Desserts, Beverages","Kandivali East",100,50,3," North Indian"
"Faasos' Signature Wraps & Rolls",4.5,25,"Fast Food, Snacks, North Indian, Desserts, Beverages","Kandivali East",100,50,4," Desserts"
"Faasos' Signature Wraps & Rolls",4.5,25,"Fast Food, Snacks, North Indian, Desserts, Beverages","Kandivali East",100,50,5," Beverages"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,1,"Ice Cream"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,2," Ice Cream Cakes"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,3," Desserts"
"Havmor Havfunn Ice Cream",4.3,18,"Ice Cream, Ice Cream Cakes, Desserts, Beverages","Kandivali East",not_available,0,4," Beverages"
"Grameen Kulfi",4.5,16,"Ice Cream, Desserts","Kandivali East",99,not_available,1,"Ice Cream"
"Grameen Kulfi",4.5,16,"Ice Cream, Desserts","Kandivali East",99,not_available,2," Desserts"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,1,"North Indian"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,2," Biryani"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,3," Chinese"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,4," Indian"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,5," Desserts"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,6," Mughlai"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,7," Tandoor"
Kareem's,4.5,32,"North Indian, Biryani, Chinese, Indian, Desserts, Mughlai, Tandoor, Lucknowi","Kandivali East",100,50,8," Lucknowi"
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,1,Burgers
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,2," Beverages"
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,3," Cafe"
"McDonald's Gourmet Burger Collection",4.3,26,"Burgers, Beverages, Cafe, Desserts","Kandivali East",not_available,0,4," Desserts"
"Suchali's Artisan Bakehouse",4.3,18,"Beverages, Bakery","Kandivali East",50,20,1,Beverages
"Suchali's Artisan Bakehouse",4.3,18,"Beverages, Bakery","Kandivali East",50,20,2," Bakery"
"LeanCrust Pizza- ThinCrust Experts",4.5,22,"Pizzas, Italian, Desserts","Kandivali East",100,50,1,Pizzas
"LeanCrust Pizza- ThinCrust Experts",4.5,22,"Pizzas, Italian, Desserts","Kandivali East",100,50,2," Italian"
"LeanCrust Pizza- ThinCrust Experts",4.5,22,"Pizzas, Italian, Desserts","Kandivali East",100,50,3," Desserts"
"Pure Veg Meals by Lunchbox",4.5,24,"Biryani, North Indian, Desserts, Beverages","Kandivali East",80,40,1,Biryani
"Pure Veg Meals by Lunchbox",4.5,24,"Biryani, North Indian, Desserts, Beverages","Kandivali East",80,40,2," North Indian"
"Pure Veg Meals by Lunchbox",4.5,24,"Biryani, North Indian, Desserts, Beverages","Kandivali East",80,40,3," Desserts"
"Pure Veg Meals by Lunchbox",4.5,24,"Biryani, North Indian, Desserts, Beverages","Kandivali East",80,40,4," Beverages"
"The J",4.3,18,"American, Snacks, Desserts","Kandivali East",not_available,0,1,American
"The J",4.3,18,"American, Snacks, Desserts","Kandivali East",not_available,0,2," Snacks"
"The J",4.3,18,"American, Snacks, Desserts","Kandivali East",not_available,0,3," Desserts"
"Smokin' Joe's",4.5,34,"Italian, Pizzas","Kandivali East",50,20,1,Italian
"Smokin' Joe's",4.5,34,"Italian, Pizzas","Kandivali East",50,20,2," Pizzas"
"BOOM Sandwich - Sub of India",4.5,18,"Snacks, Indian, Desserts","Kandivali East",100,50,1,Snacks
"BOOM Sandwich - Sub of India",4.5,18,"Snacks, Indian, Desserts","Kandivali East",100,50,2," Indian"
"BOOM Sandwich - Sub of India",4.5,18,"Snacks, Indian, Desserts","Kandivali East",100,50,3," Desserts"
"7th Heaven",4.3,16,"Bakery, Desserts","Kandivali East",100,50,1,Bakery
"7th Heaven",4.3,16,"Bakery, Desserts","Kandivali East",100,50,2," Desserts"
"Itminaan Matka Biryani - Slow Cooked",4.5,27,"Biryani, North Indian, Mughlai","Kandivali East",120,60,1,Biryani
"Itminaan Matka Biryani - Slow Cooked",4.5,27,"Biryani, North Indian, Mughlai","Kandivali East",120,60,2," North Indian"
"Itminaan Matka Biryani - Slow Cooked",4.5,27,"Biryani, North Indian, Mughlai","Kandivali East",120,60,3," Mughlai"
"NOTO - Ice Creams & Desserts",4.5,15,"Ice Cream","Kandivali East",799,not_available,1,"Ice Cream"
Moussestruck,4.4,25,"Ice Cream, Desserts, Sweets","Kandivali West",499,not_available,1,"Ice Cream"
Moussestruck,4.4,25,"Ice Cream, Desserts, Sweets","Kandivali West",499,not_available,2," Desserts"
Moussestruck,4.4,25,"Ice Cream, Desserts, Sweets","Kandivali West",499,not_available,3," Sweets"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,1,Sweets
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,2," Chaat"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,3," Snacks"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,4," Desserts"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,5," Beverages"
"Surbhi Sweets And Snacks",4.2,24,"Sweets, Chaat, Snacks, Desserts, Beverages, Indian","Kandivali East",599,not_available,6," Indian"
"Tiffin Box",4.3,27,"Biryani, Beverages, North Eastern","Kandivali East",75,30,1,Biryani
"Tiffin Box",4.3,27,"Biryani, Beverages, North Eastern","Kandivali East",75,30,2," Beverages"
"Tiffin Box",4.3,27,"Biryani, Beverages, North Eastern","Kandivali East",75,30,3," North Eastern"
"Waffle Cart",4.5,30,"Desserts, Snacks, Thalis",Borivali,not_available,0,1,Desserts
"Waffle Cart",4.5,30,"Desserts, Snacks, Thalis",Borivali,not_available,0,2," Snacks"
"Waffle Cart",4.5,30,"Desserts, Snacks, Thalis",Borivali,not_available,0,3," Thalis"
"Madno - House of Sundaes",4.3,26,"Ice Cream, Beverages","Thakur Village",80,40,1,"Ice Cream"
"Madno - House of Sundaes",4.3,26,"Ice Cream, Beverages","Thakur Village",80,40,2," Beverages"
"Gourmet Ice Cream Cakes by Baskin Robbins",4.3,20,"Ice Cream Cakes, Desserts, Ice Cream, Bakery","Kandivali East",50,20,1,"Ice Cream Cakes"
"Gourmet Ice Cream Cakes by Baskin Robbins",4.3,20,"Ice Cream Cakes, Desserts, Ice Cream, Bakery","Kandivali East",50,20,2," Desserts"
"Gourmet Ice Cream Cakes by Baskin Robbins",4.3,20,"Ice Cream Cakes, Desserts, Ice Cream, Bakery","Kandivali East",50,20,3," Ice Cream"
"Gourmet Ice Cream Cakes by Baskin Robbins",4.3,20,"Ice Cream Cakes, Desserts, Ice Cream, Bakery","Kandivali East",50,20,4," Bakery"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,1,American
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,2," Mexican"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,3," Fast Food"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,4," Snacks"
"Jumboking Indian Burger",4.2,25,"American, Mexican, Fast Food, Snacks, Beverages","Kandivali East",449,not_available,5," Beverages"
"Khana Khazana",4.5,32,"Indian, Chinese",Borivali,not_available,0,1,Indian
"Khana Khazana",4.5,32,"Indian, Chinese",Borivali,not_available,0,2," Chinese"
"Tea Post",4.4,36,Beverages,"Kandivali West",449,not_available,1,Beverages
"Pizza Hut",4.5,28,Pizzas,"Kandivali East",179,not_available,1,Pizzas
"Momo Mia",2.3,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian","Dheeraj Regancy",100,50,1,Chinese
"Momo Mia",2.3,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian","Dheeraj Regancy",100,50,2," Desserts"
"Momo Mia",2.3,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian","Dheeraj Regancy",100,50,3," Pizzas"
"Momo Mia",2.3,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian","Dheeraj Regancy",100,50,4," Burgers"
"Momo Mia",2.3,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian","Dheeraj Regancy",100,50,5," Pastas"
"Momo Mia",2.3,26,"Chinese, Desserts, Pizzas, Burgers, Pastas, Italian","Dheeraj Regancy",100,50,6," Italian"
"Hola Pasta - Fresh Gourmet Pasta",4.5,21,"Pastas, Italian, Desserts, Beverages","Kandivali East",149,not_available,1,Pastas
"Hola Pasta - Fresh Gourmet Pasta",4.5,21,"Pastas, Italian, Desserts, Beverages","Kandivali East",149,not_available,2," Italian"
"Hola Pasta - Fresh Gourmet Pasta",4.5,21,"Pastas, Italian, Desserts, Beverages","Kandivali East",149,not_available,3," Desserts"
"Hola Pasta - Fresh Gourmet Pasta",4.5,21,"Pastas, Italian, Desserts, Beverages","Kandivali East",149,not_available,4," Beverages"
"Libon The Cake Expert",4.5,28,Desserts,Borivali,449,not_available,1,Desserts
"New York Burrito Company",4.4,32,"Mexican, American, Continental, Snacks, Beverages, Desserts","Kandivali West",not_available,0,1,Mexican
"New York Burrito Company",4.4,32,"Mexican, American, Continental, Snacks, Beverages, Desserts","Kandivali West",not_available,0,2," American"
"New York Burrito Company",4.4,32,"Mexican, American, Continental, Snacks, Beverages, Desserts","Kandivali West",not_available,0,3," Continental"
"New York Burrito Company",4.4,32,"Mexican, American, Continental, Snacks, Beverages, Desserts","Kandivali West",not_available,0,4," Snacks"
